Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Month_num,Date
1977,Qtr 3,September,8,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300XY,mt. loi hsam hsao burma,Airways Burma,0,19,19,9,1977-09-08
1977,Qtr 3,September,12,United States,Douglas,Douglas DC 7BFN6314J,yakutat alaska,Cargo Air Safe,0,4,4,9,1977-09-12
1977,Qtr 3,September,14,Unknown,Boeing,Boeing   EC,near albuquerque new,Force Air U.S. - MexicoMilitary,0,20,20,9,1977-09-14
1977,Qtr 3,September,22,Unknown,Tupolev,Tupolev TU 134HA,bucharest romania,Airlines Hungarian Malev,0,29,53,9,1977-09-22
1977,Qtr 3,September,27,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,kuala lumpur,Lines Air MalaysiaJapan,0,34,79,9,1977-09-27
1977,Qtr 4,October,20,United States,Convair,Convair CV 300N55VM,near gillsburg mississippi,Company J & L,0,6,26,10,1977-10-20
1977,Qtr 4,October,21,Unknown,Sikorsky,Sikorksky CH 53 (helicopter)157139,mindoro philippines,Corps Marine U.S. - Military,0,24,37,10,1977-10-21
1977,Qtr 4,November,3,Unknown,Britten,Britten  Norman BN,san cristobal de las casas mexico,Leon Martinez Aereos Servicios,0,13,13,11,1977-11-03
1977,Qtr 4,November,19,Unknown,Boeing,Boeing B 727,near funchal island,Portugal         Madeira of TAP (Air Portugal),0,131,164,11,1977-11-19
1977,Qtr 4,November,19,Unknown,Boeing,Boeing 707 360CET,rome italy,Airlines Ethiopian,0,5,5,11,1977-11-19
1977,Qtr 4,November,21,Unknown,Bac,BAC One Eleven 420ELLV,near bariloche argentina,Aeras Lineas Austral,0,46,79,11,1977-11-21
1977,Qtr 4,November,26,Unknown,Nord,Nord 2501 Noratlas182,near beziers france,Force Air French - Military,0,32,32,11,1977-11-26
1977,Qtr 4,December,2,Unknown,Tupolev,Tupolev TU 154BLZ,near al bayda lebanon,Airlines Bulgarian Balkan,0,59,165,12,1977-12-02
1977,Qtr 4,December,4,Unknown,Boeing,Boeing B 737,straits of johore near,Malaysia         Ladang Kampung Malaysia Airlines,0,100,100,12,1977-12-04
1977,Qtr 4,December,8,United States,Snias,SNIAS SA330JN4730S,intracostal city louisiana,Helicopter Petroleum,0,17,19,12,1977-12-08
1977,Qtr 4,December,9,Unknown,Antonov,Antonov AN 24CCCP,tarko-saley ussraeroflot,Unknown,0,17,23,12,1977-12-09
1977,Qtr 4,December,11,Spain,Lockheed,Lockheed P 3B Orion153428,hierro canary,Navy U.S. - IslandsMilitary,0,13,13,12,1977-12-11
1977,Qtr 4,December,13,India,Douglas,Douglas DC 3N51071,evansville indiana,Air Indiana Inc. Services Jet National,0,29,29,12,1977-12-13
1977,Qtr 4,December,18,Unknown,Aerospatiale,Aerospatiale Caravelle 10RHB ICK,off madeira portugal,SATA,0,36,57,12,1977-12-18
1977,Qtr 4,December,18,United States,Douglas,Douglas DC 8,near salt lake city utah,Lines Air United,0,3,3,12,1977-12-18
1977,Qtr 4,December,19,Unknown,Britten,Britten  Norman BN,vieques puerto,Link Air RicoVieques,0,5,10,12,1977-12-19
1977,Qtr 4,December,24,Unknown,Piper,Piper PA 31,willemstad curacao,Netherlands Antilles Valley Air Service,0,10,10,12,1977-12-24
1977,Qtr 4,December,29,Unknown,Vickers Viscount,Vickers Viscount 764 DHC BEM,cuenca ecuador,Nacionales Aereos Servicios,0,24,24,12,1977-12-29
1978,Qtr 1,January,1,Unknown,Boeing,Boeing B 747,off bandra maharashtra,India Air India,0,213,213,1,1978-01-01
1978,Qtr 1,January,27,Unknown,Douglas,Douglas DC 3HK,near san vincente colombia,SADELCA,0,14,14,1,1978-01-27
1978,Qtr 1,January,31,Brazil,Embraer,Embraer 110P BandeirantePT GKW,eirunepe brazil,TABA,0,2,14,1,1978-01-31
1978,Qtr 1,February,10,Unknown,Douglas,Douglas C 47A,near artigas uruguay,Force Air Uruguayan,0,44,44,2,1978-02-10
1978,Qtr 1,February,10,United States,Beechcraft,Beechcraft 99N199EA,richland washington,Airlines Pacific Columbia,0,17,17,2,1978-02-10
1978,Qtr 1,February,11,United Kingdom,Boeing,Boeing B 737,cranbrook british,Canada          Columbia Pacific Western Airlines,0,42,49,2,1978-02-11
1978,Qtr 1,February,28,United States,Aero Commander,Aero Commander 500AN6143X,solvang california,Air Security,0,7,7,2,1978-02-28
1978,Qtr 1,March,1,Unknown,McDonnell Douglas,McDonnell Douglas DC 10,lax los,California          Angeles Continental Airlines,0,2,200,3,1978-03-01
1978,Qtr 1,March,2,Unknown,Fokker,Fokker F 28 Fellowship 1000 / MiG,kano nigeria,Airways Nigeria,0,18,18,3,1978-03-02
1978,Qtr 1,March,3,Unknown,British Aerospace,British Aerospace 748 2AYV 45C,off caracas venezuela,Venezolana Aeropostal Linea - LAV,0,47,47,3,1978-03-03
1978,Qtr 1,March,16,Unknown,Tupolev,Tupolev TU 134LZ,vrastsa bulgaria,Airlines Bulgarian Balkan,0,73,73,3,1978-03-16
1978,Qtr 1,March,22,United States,Cessna,Cessna T207AN7354U,near riverside california,Air Havasu Lake,0,6,6,3,1978-03-22
1978,Qtr 1,March,25,Unknown,Fokker,Fokker F 27 Friendship 200XY,okaraba burma,Airways Burma,0,48,48,3,1978-03-25
1978,Qtr 2,April,4,United States,Bell,Bell 212N140AL,off galveston texas,Logistics Air,0,3,6,4,1978-04-04
1978,Qtr 2,April,5,Unknown,Grumman,Grumman G 21N877A,st. thomas virgin,Air IslandsAntilles,0,2,9,4,1978-04-05
1978,Qtr 2,April,20,Unknown,Boeing,Boeing B 707,near murmansk russia,Airlines Korean,0,2,109,4,1978-04-20
1978,Qtr 2,April,29,Unknown,Douglas,Douglas C 118AHK,bogota colombia,Colombia LAC,0,8,12,4,1978-04-29
1978,Qtr 2,May,8,United States,Boeing,Boeing B 727,pensacola florida,Airlines National,0,3,58,5,1978-05-08
1978,Qtr 2,May,19,Unknown,Tupolev,Tupolev TU 154BCCCP,pochinok russia,Aeroflot,0,4,134,5,1978-05-19
1978,Qtr 2,June,23,Canada,Beechcraft Queen Air,Beech Queen Air A80C GGAL,saint john's newfoundland,Aviation Gander,0,10,10,6,1978-06-23
1978,Qtr 2,June,26,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,toronto canada,Canada Air,0,2,107,6,1978-06-26
1978,Qtr 2,June,26,Unknown,Sikorsky,Sikorsky S 61NLN,off bergen norway,Service Helikopter,0,18,18,6,1978-06-26
1978,Qtr 3,August,14,Unknown,Curtiss,Curtiss C 46HK,sogamoso bolivia,Aeropeca,0,18,18,8,1978-08-14
1978,Qtr 3,August,26,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300XY,papun burma,Airways Burma,0,14,14,8,1978-08-26
1978,Qtr 3,August,30,United States,Piper,Piper PA 31,las vegas nevada,Airlines Vegas Las,0,10,10,8,1978-08-30
1978,Qtr 3,September,3,Unknown,De Havilland,de havilland Canada Twin Otter 200C FAIV,coal harbour bc,Canada Air,0,11,13,9,1978-09-03
1978,Qtr 3,September,3,Unknown,Ilyushin,Ilyushin IL 183X,conakry guinea,Guinee Air,0,15,17,9,1978-09-03
1978,Qtr 3,September,3,Zimbabwe,Vickers Viscount,Vickers Viscount 782DVP WAS,near kariba rhodesia,Rhodesia (Zimbabwe)Air,0,38,56,9,1978-09-03
1978,Qtr 3,September,9,United States,Soloy,Soloy 12EJ3N5384V,wrangell alaska,Taxi Air - Helicopter Temesco,0,3,3,9,1978-09-09
1978,Qtr 3,September,9,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 100XA,near mexico city mexico,Centro del Areas Lineas,0,18,21,9,1978-09-09
1978,Qtr 3,September,13,Unknown,De Havilland,de Havilland DHC 2N37741,whittier akalaska,Travel,0,6,6,9,1978-09-13
1978,Qtr 3,September,14,Unknown,Fokker,Fokker F 27 Friendship 200PH,paranaque philippines,Force Air Philippine,12,21,28,9,1978-09-14
1978,Qtr 3,September,25,United States,Boeing,Boeing B 727,san diego california,Private / Airlines Southwest Pacific,7,137,137,9,1978-09-25
1978,Qtr 4,October,3,Unknown,Douglas,Douglas C 47A,near kuopio finland,Force Air Finish - Military,0,15,15,10,1978-10-03
1978,Qtr 4,October,3,Unknown,Fokker,Fokker F 27 Friendship 600XY,near mandalay myanmar,Airways Burma,0,2,44,10,1978-10-03
1978,Qtr 4,October,6,Unknown,Douglas,Douglas R6D 1 (DC,santiago de chile chile,Navy US - Military,0,18,18,10,1978-10-06
1978,Qtr 4,October,7,Unknown,Yakovlev,Yakovlev YAK 40CCCP,sverdlovsk russia,Aeroflot,0,38,38,10,1978-10-07
1978,Qtr 4,October,8,United States,Bell,Bell 205 1N2215W,kenai alaska,Taxi Air - Helicopter Era,0,2,7,10,1978-10-08
1978,Qtr 4,October,22,Unknown,Britten Norman,Britten Norman BN 2A TrislanderH4,off bellona solomon,Airlines Islands IslandsSolomon,0,11,11,10,1978-10-22
1978,Qtr 4,October,23,Unknown,Antonov,Antonov AN 24BCCCP,gulf of sivash ussraeroflot,Unknown,0,26,26,10,1978-10-23
1978,Qtr 4,November,5,Unknown,Douglas,Douglas DC 3SU,off alexandria egypt,Services Air Delta Nile,0,18,18,11,1978-11-05
1978,Qtr 4,November,15,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,near katunayake sri,Airlines Icelandic LankaLoftleidir,0,183,262,11,1978-11-15
1978,Qtr 4,November,18,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300F,off marie galante island west,Guadeloupe IndiesAir,0,15,20,11,1978-11-18
1978,Qtr 4,November,19,India,Antonov,Antonov AN 12,near leh india,Force Air Indian - Military,1,77,77,11,1978-11-19
1978,Qtr 4,November,21,Unknown,Douglas,Douglas C 47AHK,near rubio venezuela,Venado el Aereo,0,27,27,11,1978-11-21
1978,Qtr 4,November,25,United States,De Havilland,de Havilland DHC 2N37906,hydaburg alaska,Airlines Tyee,0,5,5,11,1978-11-25
1978,Qtr 4,December,4,United States,De Havilland,de Havilland Canada DHC 6 Twin Otter 300N25RM,near steamboat springs coloado,Airways Mountain Rocky,0,2,22,12,1978-12-04
1978,Qtr 4,December,16,Unknown,Cessna,Cessna 421 Golden EagleI ASON,selvapiana italy,70 Air,0,10,10,12,1978-12-16
1978,Qtr 4,December,17,India,Boeing,Boeing B 737,hyderabad india,Airlines Indian,3,1,132,12,1978-12-17
1978,Qtr 4,December,23,Italy,McDonnell Douglas,McDonnell Douglas DC 9,off cinisi sicily,Italy Alitalia,0,108,129,12,1978-12-23
1978,Qtr 4,December,28,United States,McDonnell Douglas,McDonnell Douglas DC 8,portland oregon,Lines Air United,0,10,189,12,1978-12-28
1979,Qtr 1,January,15,Unknown,Antonov,Antonov AN 24NCCCP46807,minsk russia,Aeroflot,0,13,13,1,1979-01-15
1979,Qtr 1,January,24,Unknown,Nord,Nord 262A 447T,bechar algeria,Algerie Air,0,14,23,1,1979-01-24
1979,Qtr 1,January,27,Unknown,Fokker,Fokker F 27 Friendship 500F,rodez france,Rouergue Air,0,5,6,1,1979-01-27
1979,Qtr 1,January,30,Unknown,Boeing,Boeing B 707,125 miles ene of tokyo japan,Varig,0,6,6,1,1979-01-30
1979,Qtr 1,February,8,Brazil,Embraer,Embraer 110C BandeirantePP SBB,near agudos brazil,Regional Aéreas Lineas TAM,0,18,18,2,1979-02-08
1979,Qtr 1,February,12,Zimbabwe,Vickers Viscount,Vickers Viscount 748DVP YND,near kariba rhodesia,Rhodesia Air,0,59,59,2,1979-02-12
1979,Qtr 1,February,12,Unknown,Nord,Nord 262N29824,clarksburg west,Airlines VirginiaAllegheny,0,2,25,2,1979-02-12
1979,Qtr 1,February,17,Unknown,Fokker,Fokker F 27 Friendship 500ZK,manakau harbor new,Zealand New ZealandAir,0,2,4,2,1979-02-17
1979,Qtr 1,February,19,Unknown,Douglas,Douglas DC 3ET,barentu ethiopia,Airlines Ethiopian,0,5,5,2,1979-02-19
1979,Qtr 1,March,1,United States,Beech,Beech BE 70N777AE,gulfport mississippi,Airways Universal,0,8,8,3,1979-03-01
1979,Qtr 1,March,10,United States,Aerospatiale,Aerospatiale Nord 262A 33N418SA,off marina del rey california,Inc. Lines Aire Swift,0,3,7,3,1979-03-10
1979,Qtr 1,March,14,China,Hawker,Hawker Siddeley Trident 2EB 274,bejing china,CAAC,32,12,12,3,1979-03-14
1979,Qtr 1,March,14,Unknown,Boeing,Boeing B 727,near doha airport qatar,Airlines Jordanian Royal Alia,0,45,64,3,1979-03-14
1979,Qtr 1,March,17,Unknown,Tupolev,Tupolev TU 104BCCCP,near moscow russia,Aeroflot,0,58,119,3,1979-03-17
1979,Qtr 1,March,26,Unknown,Ilyushin,Ilyushin IL 18DDM,luanda angola,Interflug,0,10,10,3,1979-03-26
1979,Qtr 1,March,29,Unknown,Fairchild,Fairchild F 27CF,ste. foy pq,Canada Quebecair,0,17,24,3,1979-03-29
1979,Qtr 2,April,14,United States,Grumman,Grumman G 21 GooseN11CS,off avalon california,Airlines Catalina,0,1,11,4,1979-04-14
1979,Qtr 2,April,18,Unknown,Sikorsky,Sikorsky S61 LN618PA,newark new,Airways York JerseyNew,0,3,18,4,1979-04-18
1979,Qtr 2,April,23,Unknown,Vickers Viscount,Vickers Viscount 785DHC AVP,near cuenca ecuador,SAETA,0,57,57,4,1979-04-23
1979,Qtr 2,May,25,United States,De Havilland,de Havilland Canada DHC 4A CaribouN581PA,bullen point alaska,Airmotive Sea,0,3,3,5,1979-05-25
1979,Qtr 2,May,25,United States,McDonnell Douglas,McDonnell Douglas DC 10,chicago o'hare illinois,Airlines American,2,271,271,5,1979-05-25
1979,Qtr 2,May,27,Unknown,De Havilland,de Havilland Canada DHC 5D Buffalo5T,off dakar senegal,Force Air Mauritanian - Military,0,12,12,5,1979-05-27
1979,Qtr 2,May,30,United States,De Havilland,de Havilland DHC 6,rockland maine,Airlines Downeast,0,17,18,5,1979-05-30
1979,Qtr 2,June,7,India,Hindustan,Hindustan Aeronautics 748 2MH2178,near leh india,Force Air Indian - Military,0,27,27,6,1979-06-07
1979,Qtr 2,June,17,United States,De Havilland,de Havilland Canada DHC 6 Twin Otter 300N383EX,hyannis massachusetts,England New Air,0,1,10,6,1979-06-17
1979,Qtr 3,July,11,Unknown,Fokker,Fokker F 28 Fellowship 1000PK,near medan airfield indonesia,Airlines Indonesia Garuda,0,61,61,7,1979-07-11
1979,Qtr 3,July,12,United States,Cessna,Cessna 402BN402TH,anchorage alaska,Services Air Soldotna,0,7,7,7,1979-07-12
1979,Qtr 3,July,12,Unknown,Britten Norman,Britten Norman BN 2A TrislanderDQ,bua fiji,Services Air Fiji,0,9,9,7,1979-07-12
1979,Qtr 3,July,23,Unknown,Boeing,Boeing 707 327COD,beirut lebanon,Airways Mediterranean Trans,0,6,6,7,1979-07-23
1979,Qtr 3,July,24,Unknown,De Havilland,de Havilland DH 114 HeronN575PR,st. croix virgin,IslandsPrinair,0,8,21,7,1979-07-24
1979,Qtr 3,July,31,United Kingdom,Hawker,Hawker Siddeley HS 748,off sumburgh shetlands,Scotland Dan Air Services,0,17,47,7,1979-07-31
1979,Qtr 3,August,2,United States,Cessna,Cessna  501 CitationN15NY,canton ohio,Private,0,1,3,8,1979-08-02
1979,Qtr 3,August,3,Unknown,LET,LET 410M turbojetCCCP 67206,leningrad ussraeroflot,Unknown,0,14,14,8,1979-08-03
1979,Qtr 3,August,4,India,Hindustan,Hindustan Aeronautics 748 2 224VT,near panvel india,Airlines Indian,0,45,45,8,1979-08-04
1979,Qtr 3,August,11,Unknown,Tupolev,Tupolev TU 134A / Tupolev Tu,near volgograd russia,Aeroflot / Aeroflot,0,178,178,8,1979-08-11
1979,Qtr 3,August,24,Unknown,Antonov,Antonov AN 12CCCP,near enisseysk ussraeroflot,Unknown,0,11,16,8,1979-08-24
1979,Qtr 3,August,29,Unknown,Tupolev,Tupolev Tu 124CCCP,near kirsanov russia,Aeroflot,0,63,63,8,1979-08-29
1979,Qtr 3,September,3,Unknown,Antonov,Antonov AN 24CCCP,andema russia,Aeroflot,0,40,44,9,1979-09-03
1979,Qtr 3,September,11,Unknown,Boeing,Boeing 707 324CB,off taipei taiwan,(Taiwan) Airlines China,0,6,6,9,1979-09-11
1979,Qtr 3,September,14,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,near sarroch,Italiani Transporti ItalyAero,0,31,31,9,1979-09-14
1979,Qtr 3,September,14,United States,Douglas,Douglas DC 7N455SW,near klamath falls oregon,Inc. Aviation Butler,0,12,12,9,1979-09-14
1979,Qtr 3,September,18,Unknown,Britten Norman,Britten Norman BN 7A lslanderC,blink horn point canada,Airlines Coastal Pacific,0,4,9,9,1979-09-18
1979,Qtr 3,September,19,United States,Boeing,Boeing KC 135A58,merced california,Force Air U.S. - Military,0,5,5,9,1979-09-19
1979,Qtr 3,September,30,United Kingdom,De Havilland,de Havilland Canada DHC 6 Twin Otter 200C,porpoise bay british,Air Coast CanadaWest Columbia,0,2,16,9,1979-09-30
1979,Qtr 4,October,7,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,athens greece,Swissair,0,14,156,10,1979-10-07
1979,Qtr 4,October,8,Unknown,Piper,Piper PA 31N6642L,covington kentucky,Comair,0,8,8,10,1979-10-08
1979,Qtr 4,October,27,Unknown,Antonov,Antonov An 2TPCCCP,lensk russia,Aeroflot,0,3,12,10,1979-10-27
1979,Qtr 4,October,31,Unknown,McDonnell Douglas,McDonnell Douglas DC 10,mexico city mexico,Airlines Western,1,72,88,10,1979-10-31
1979,Qtr 4,November,15,United States,Boeing,Boeing B 727,near chicago illinois,Airlines American,0,0,78,11,1979-11-15
1979,Qtr 4,November,16,Unknown,Yakovlev,Yakovlev YAK 40CCCP,vologda russia,Aeroflot,0,3,5,11,1979-11-16
1979,Qtr 4,November,18,United States,Lockheed,Lockheed L 188CF ElectraN859U,granger utah,Airlines Transamerica,0,3,3,11,1979-11-18
1979,Qtr 4,November,26,Saudi Arabia,Boeing,Boeing B 707,near at ta'if jeddah,Saudi Arabia Pakistan International Airlines,0,156,156,11,1979-11-26
1979,Qtr 4,November,28,Unknown,McDonnell Douglas,McDonnell Douglas DC 10,near mt. erebus ross,Antarctica         Shelf Ice Air New Zealand,0,257,257,11,1979-11-28
1979,Qtr 4,November,30,Unknown,Grumman,Grumman G 21 GooseHK,san andres island colombia,Gaviola La Aerolineas,0,9,9,11,1979-11-30
1979,Qtr 4,December,9,Unknown,Antonov,Antonov AN 26CCCP,cherskiy russia,Aeroflot,0,7,7,12,1979-12-09
1979,Qtr 4,December,12,Unknown,Martin,Martin 404CP 1440,apolo bolivia,CAMBA,0,10,11,12,1979-12-12
1979,Qtr 4,December,18,Unknown,Douglas,Douglas DC 4 (C,cerro toledo mountain colombia,Satena,0,21,21,12,1979-12-18
1979,Qtr 4,December,22,Unknown,De Havilland,de Havilland Canada DHC 5 BuffaloFAP,near puerto esperanza peru,Peru del Aérea Fuerza,0,29,29,12,1979-12-22
1979,Qtr 4,December,23,Unknown,Gaf Nomad,GAF Nomad 22BP2 DNL,menari papua,Airways GuineaDouglas New,0,16,16,12,1979-12-23
1979,Qtr 4,December,23,Unknown,Fokker,Fokker F 28 Fellowship 1000TC,ankara turkey,(THY) Airlines Turkish,0,41,45,12,1979-12-23
1980,Qtr 1,January,2,Unknown,Britten Norman Bn,Britten Norman BN IslanderHH CNC,haitihaïti air inter,Unknown,0,9,9,1,1980-01-02
1980,Qtr 1,January,11,Unknown,Cessna 441,Cessna 441 ConquestN442NC,over the atlantic oceanprivate charter,Unknown,0,2,2,1,1980-01-11
1980,Qtr 1,January,14,United States,Cessna,Cessna 185AN1690Z,shungnak alaska,Service Air Ambler,0,7,9,1,1980-01-14
1980,Qtr 1,January,21,Unknown,Boeing,Boeing B 727,elburz mtns. near,Iran          Tehran Iran Air,0,128,128,1,1980-01-21
1980,Qtr 1,January,23,Unknown,Casa 212 Aviocar,CASA 212 Aviocar 100PK PCX,mt. cemonyet,Service Air IndonesiaPelita,0,13,13,1,1980-01-23
1980,Qtr 1,January,24,Unknown,Fairchild,Fairchild FH 227H5003,near mandalay burma,Force Air Burma of Union - Military,0,43,44,1,1980-01-24
1980,Qtr 1,February,3,Unknown,Yakovlev,Yakovlev YAK 40CU,baracoa cuba,Aviacon de Cubana,0,1,37,2,1980-02-03
1980,Qtr 1,February,21,United States,Sikorsky,Sikorsky S 62AN442Y,leeville louisiana,Taxi Air - Inc Airs Rotor,0,6,7,2,1980-02-21
1980,Qtr 1,February,21,Unknown,Beechcraft,Beechcraft Super King Air 200VH AAV,sydney nsw,Australia Advance Airlines,0,13,13,2,1980-02-21
1980,Qtr 1,February,22,India,Fairchild,Fairchild C 119G,near agra india,Force Air Indian - Military,1,46,47,2,1980-02-22
1980,Qtr 1,February,27,Unknown,Boeing,Boeing B 707,manila philippines,(Taiwan) Airlines China,0,2,135,2,1980-02-27
1980,Qtr 1,March,14,Unknown,Ilyushin,Ilyushin IL 62SP,near warsaw poland,Airlines Polish Lot,0,87,87,3,1980-03-14
1980,Qtr 1,March,14,Unknown,Lockheed,Lockheed C 130H74,near yenice turkey,Force Air U.S. - Military,0,18,18,3,1980-03-14
1980,Qtr 1,March,21,Brazil,Sikorsky,Sikorsky S 76PT,off macae brazil,VOTEC,0,14,14,3,1980-03-21
1980,Qtr 1,March,21,United States,Piper,Piper PA 28,houston texas,Commuter Eagle,0,7,10,3,1980-03-21
1980,Qtr 2,April,12,Brazil,Boeing,Boeing B 727,florianopolis brazil,Transbrasil,0,55,58,4,1980-04-12
1980,Qtr 2,April,14,Unknown,Antonov,Antonov AN 24BCCCP,krasnoyarsk russia,Aeroflot,0,2,53,4,1980-04-14
1980,Qtr 2,April,24,Unknown,Lockheed,Lockheed EC 130E Hercules62,posht-i-badam iran,Force Air U.S. - Military,0,5,7,4,1980-04-24
1980,Qtr 2,April,25,Spain,Boeing,Boeing B 727,tenerife canary,Services Air IslandsDan,0,146,146,4,1980-04-25
1980,Qtr 2,April,27,Unknown,Hawker,Hawker Siddeley HS 748,don muang thailand,Airways Thai,0,44,53,4,1980-04-27
1980,Qtr 2,June,2,Unknown,Fairchild,Fairchild F 27JCP,near yachiba bolivia,Boliviano Aereo Lloyd,0,13,13,6,1980-06-02
1980,Qtr 2,June,8,Unknown,Yakovlev,Yakovlev YAK 40D2,near matala angola,Angola de Aereas Lineas,0,29,29,6,1980-06-08
1980,Qtr 2,June,12,United States,Swearingen 226Tc Metro,Swearingen 226TC Metro IIN6505,valley nebraska,Wisconsin Air,0,13,15,6,1980-06-12
1980,Qtr 2,June,12,Unknown,Yakovlev,Yakovlev YAK 40CCCP,near dushanbe russia,Aeroflot,0,29,29,6,1980-06-12
1980,Qtr 2,June,27,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,tyrrhenian sea,Italy         Ustica off Itavia,0,81,81,6,1980-06-27
1980,Qtr 3,July,8,Unknown,Tupolev,Tupolev TU 154BCCCP,near alma-ata kazakhstan,USSRAeroflot,0,166,166,7,1980-07-08
1980,Qtr 3,August,1,Unknown,Douglas,Douglas DC 8,cerro lilio mexico,Peru del Aeronaves,0,3,7,8,1980-08-01
1980,Qtr 3,August,6,United States,Bell,Bell 205A 1 helicopterN95AL,houma louisiana,Logistics Air,0,13,13,8,1980-08-06
1980,Qtr 3,August,7,Mauritania,Tupolev,Tupolev TU 154B,nouadhibou mauretania,TAROM,0,1,168,8,1980-08-07
1980,Qtr 3,August,19,Unknown,Lockheed,Lockheed 1011 200 TriStarHZ,riyadh saudi,Airlines Arabian ArabiaSaudi,0,301,301,8,1980-08-19
1980,Qtr 3,August,26,Unknown,Vickers Viscount,Vickers Viscount 812PK IVS,near jakarta indonesia,Airlines Indonesia Bouraq,0,37,37,8,1980-08-26
1980,Qtr 3,September,5,Unknown,Lockheed,Lockheed L 100,near montelimar france,Force Air Kuwait - Military,0,8,8,9,1980-09-05
1980,Qtr 3,September,10,Unknown,Douglas,Douglas C 47HK,puerto olaya colombia,Colombia Aeronorte,0,3,3,9,1980-09-10
1980,Qtr 3,September,12,Unknown,Douglas,Douglas DC 3N75KW,off freeport bahamas,Airlines Commuter Florida,0,34,34,9,1980-09-12
1980,Qtr 3,September,14,Unknown,Lockheed,Lockheed Hercules C 1309T,kindu zaire,Zaïroise Aérienne Force - Military,0,36,36,9,1980-09-14
1980,Qtr 3,September,15,Unknown,Lockheed,Lockheed C 130E453,near medina saudi,Force Air Saudi Royal - ArabiaMilitary,0,89,89,9,1980-09-15
1980,Qtr 3,September,17,Unknown,De Havilland,de Havilland DHC 5 Buffalo9T,near kindu zaire,Force Air Zairean - Military,0,36,36,9,1980-09-17
1980,Qtr 3,September,30,Unknown,Antonov,Antonov AN 12VCCCP,badakshan afghanistan,Force Air Soviet - Military,0,45,45,9,1980-09-30
1980,Qtr 4,November,12,Unknown,Lockheed,Lockheed C 141A67,near cairo egypt,Force Air U.S. - Military,0,13,13,11,1980-11-12
1980,Qtr 4,November,19,Unknown,Boeing,Boeing B 747,seoul south,Airlines KoreaKorean,0,15,226,11,1980-11-19
1980,Qtr 4,November,24,Unknown,Douglas,Douglas C 47A,near medellin colombia,Ados de General Direccion la de F.R.,0,20,20,11,1980-11-24
1980,Qtr 4,November,28,United States,Douglas,Douglas DC 7BN816D,pecos city texas,Services Air Central,0,2,2,11,1980-11-28
1980,Qtr 4,December,5,Unknown,Piper,Piper PA 42 Cheyenne5H,dar es salaam tanzania,Aviation Tanzania,0,10,10,12,1980-12-05
1980,Qtr 4,December,21,Unknown,Aerospatiale,Aerospatiale Caravelle 6RHK 1810,near rio hacha colombia,Caribe del Aereos Transportes,0,70,70,12,1980-12-21
1980,Qtr 4,December,23,Unknown,Lockheed,Lockheed L 1011,qatar qatar,Airlines Arabian Saudi,0,2,291,12,1980-12-23
